,Date,News,Price,fear-and-greed-index
379,6/2/2021,"There’s a new breed of companies centered around stablecoins, which are cryptocurrencies that have values tied to an outside asset like the dollar. Circle recently ...",1,24
380,6/2/2021,"Fred Thiel, Marathon Digital Holdings CEO and Bitcoin Mining Council member, joins “Squawk on the Street” to discuss the push to make bitcoin mining carbon ...",1,24
381,6/2/2021,Jurrien Timmer of Fidelity Investments joins “TechCheck” to give his outlook on bitcoin and its relation to meme stocks.,1,24
382,5/31/2021,"Ulrik Lykke, executive director of crypto hedge fund ARK36, discusses the future of digital assets and bitcoin.",1,23
383,5/29/2021,"When comparing different blockchains, billionaire Mark Cuban looks at a few specific characteristics before investing.“Most people look at speed and cost compared to BTC [bitcoin] ...",0,20
384,5/27/2021,"CNBC’s “Squawk on the Street” team discusses bitcoin mining sustainability and crypto volatility with Jason Les, Riot Blockchain CEO.",0,23
385,5/25/2021,"Guggenheim Partners’ Scott Minerd, who warned last month about a bitcoin collapse, predicts the world’s biggest cryptocurrency is poised for further decline.“You can afford to ...",0,21
386,5/25/2021,"Jill Carlson, Slow Ventures venture partner, joins ‘Squawk on the Street’ to discuss Tesla CEO Elon Musk’s comments backing crypto sustainability and the repercussions for ...",0,21
387,5/25/2021,The price of bitcoin jumped about 4% Monday after Tesla CEO Elon Musk tweeted that he was having active discussions regarding the sustainability of the ...,0,21
388,5/25/2021,"The trading week may have started on a high note, but one market bull warns that investors shouldn’t get too comfortable because there’s more near-term ...",0,21
389,5/25/2021,"CNBC’s Jim Cramer, Carl Quintanilla and David Faber discuss the top headlines from Tuesday including tech’s move higher on Monday, bitcoin’s recent swings on the ...",0,21
390,5/25/2021,The price of bitcoin jumped about 4% Monday afternoon after Tesla CEO Elon Musk tweeted that he was having active discussions regarding the sustainability of ...,0,21
391,5/25/2021,Bitcoin’s aggressive moves are being driven by much more than the next China crackdown or Elon Musk headline.Traders taking excessive risk in the unregulated cryptocurrency ...,0,21
392,5/25/2021,Crypto investors may be shellshocked by a recent plunge in prices. But that sell-off has a silver lining: It opens the door to a money ...,0,21
393,5/25/2021,"Scott Minerd, Guggenheim Partners Global Chief Investment Officer and Chairman of Investments, updates his call for where bitcoin and other cryptocurrencies are headed, and whether ...",0,21
394,5/23/2021,"The bitcoin sell-off continued Sunday following a roller-coaster week of trading, as authorities in China and the U.S. move to tighten regulation and tax compliance ...",0,20
395,5/21/2021,"Grant Wilson, head of Asia-Pacific at Exante Data, discusses the bitcoin correction and the overall “greening” of cryptocurrencies.",0,17
396,5/21/2021,"Bitcoin’s price fell back below the $40,000 level on Friday after Chinese authorities intensified calls to crackdown on mining and trading the cryptocurrency.The digital coin ...",0,17
397,5/21/2021,Bitcoin’s price tumbled Friday following an intensified call from Chinese authorities to crack down on mining and trading of the cryptocurrency.Chinese Vice Premier Liu He ...,0,17
398,5/21/2021,"After bitcoin’s recent plunge and subsequent partial recovery, analysts at Societe Generale argued in a recent note that questions remain around the cryptocurrency’s place in ...",0,17
399,5/21/2021,"LONDON — For Deutsche Bank, bitcoin has lost its flair.Bitcoin suffered a huge plunge this week that saw the digital currency fall to three-month lows. ...",0,17
400,5/21/2021,"Cooper Turley first started investing in cryptocurrency four years ago.Bitcoin, currently the largest crypto by market value, was trading at over $2,000 at the time, ...",0,17
401,5/21/2021,The tail wagging the dog won’t last too much longer on Wall Street.That’s basically what CNBC’s Jim Cramer feels about the wild moves in bitcoin ...,0,17
402,5/21/2021,"Tom McClellan, The McClellan market report editor, says despite the volatility in markets he believes they will go up. He joins ‘Closing Bell’ to discuss ...",0,17
403,5/21/2021,"Michael Saylor, chairman and CEO of MicroStrategy, joins “Squawk on the Street” to discuss the volatility of bitcoin and his outlook for the cryptocurrency market.",0,17
404,5/21/2021,"CNBC.com’s Jordan Smith brings you the day’s top business news headlines. On today’s show, Kate Rooney breaks down new data showing that bigger investors, or ...",0,17
405,5/21/2021,"This week has seen big inter-day swings in the major indices this week, but the markets are not far off from where they started the ...",0,17
406,5/21/2021,"Grant Wilson, head of Asia-Pacific at Exante Data, discusses the bitcoin correction and the overall “greening” of cryptocurrencies.",0,17
407,5/21/2021,"CNBC’s “Power Lunch” team discusses crypto markets and their outlook after a steep sell-off and potential moves from the Treasury with Lou Kerner, Quantum Economics’ ...",0,17
408,5/21/2021,"Michael Saylor, chairman and CEO of MicroStrategy, joins “Squawk on the Street” to discuss the volatility in the cryptocurrency market and the outlook for bitcoin.",0,17
409,5/19/2021,"Institutional investors are dumping bitcoin in favor of gold, reversing a recent trend that’s played out over the last two quarters, according to a new ...",0,37
410,5/19/2021,"Bitcoin plunged to near $30,000 at one point on Wednesday morning, continuing a major sell-off in the cryptocurrency markets that began a week ago.The digital ...",0,37
411,5/19/2021,"Mike Novogratz, a major cryptocurrency investor, told CNBC on Wednesday that the breakdown in bitcoin won’t be fixed quickly.The Galaxy Digital founder said on “Squawk ...",0,37
412,5/19/2021,"This is the daily notebook of Mike Santoli, CNBC’s senior markets commentator, with ideas about trends, stocks and market statistics.The crypto crunch, sell-the-news on great ...",0,37
413,5/19/2021,"A plunge in cryptocurrencies led to a broad sell-off in stocks Wednesday, but it could be a blessing in disguise over the long run with ...",0,37
414,5/19/2021,CNBC’s “Squawk on the Street” to discuss the fall in bitcoin and ethereum as China imposes new restrictions on cryptocurrency.,0,37
415,5/19/2021,CNBC’s Kate Rooney reports on the crypto and bitcoin sell-off.,0,37
416,5/19/2021,"Hackers behind Colonial Pipeline reportedly received $90 million in bitcoin before shutting down operations last week. The cybercriminal gang, known as DarkSide, shut down last ...",0,37
417,5/19/2021,"Forgive me for not being a little more excited by Bitcoin’s sudden collapse to $30,000, but come on, it’s still double where it was last ...",0,37
418,5/19/2021,"Michael Novogratz, founder and CEO of Galaxy Digital, joins “Squawk Box” to discuss the selloff in cryptocurrency.",0,37
419,5/19/2021,"BY THE NUMBERSU.S. stock futures fell sharply Wednesday, with tech names under pressure, bitcoin plunging and bond yields rising. Wall Street was set up for ...",0,37
420,5/19/2021,"Crypto-exchange Coinbase has resumed services, the company said. The service was offline for some users earlier on Wednesday as digital coin prices plunged.“We’ve put a ...",0,37
421,5/19/2021,"Harvard Bioscience: “They had a good quarter and it was better than expected ... I think it’s a decent spec, let’s put it that way.“Oneok: ...",0,37
422,5/19/2021,Cryptocurrency related stocks led by Tesla and Coinbase dropped on Wednesday as bitcoin plunged the equivalent of a bear market in just a single day.Bitcoin ...,0,37
423,5/19/2021,"Harvard Bioscience: “They had a good quarter and it was better than expected ... I think it’s a decent spec, let’s put it that way.“Oneok: ...",0,37
424,5/19/2021,"Tesla CEO Elon Musk doesn’t appear to be shying away from bitcoin, despite the crypto-wide sell-off, which cut the value of bitcoin in half at ...",0,37
425,5/19/2021,"The dramatic pullback in bitcoin and other cryptocurrencies comes as a flurry of negative headlines and catalysts, from Tesla CEO Elon Musk to a new ...",0,37
426,5/19/2021,"Ark Invest’s Cathie Wood is doubling down on her Coinbase bet, snapping up more shares of the cryptocurrency exchange as the stock slides 14% for ...",0,37
427,5/17/2021,"Bitcoin sank as low as $42,000 Monday morning before making a slight rebound. A weekend tweet from Tesla CEO Elon Musk may have been behind ...",0,37
428,5/17/2021,"Tesla CEO Elon Musk clarified in a tweet early Monday that the electric vehicle maker “has not sold any Bitcoin.”“To clarify speculation, Tesla has not ...",0,37
429,5/17/2021,"Recent price movements in bitcoin following comments from Tesla CEO Elon Musk have become a little comical, CNBC’s Jim Cramer said Monday.“A lot of people ...",0,37
430,5/17/2021,"Bitcoin sank as low as $42,000 Monday morning before making a slight rebound. A weekend tweet from Tesla CEO Elon Musk may have been behind ...",0,37
431,5/17/2021,"Ron Conway, founder and co-managing partner of SV Angel and an early Coinbase investor, joins “TechCheck” to discuss comments from Tesla CEO Elon Musk that ...",0,37
432,5/13/2021,"Tesla CEO Elon Musk said Wednesday on Twitter that Tesla has “suspended vehicle purchases using bitcoin,” out of concern over “rapidly increasing use of fossil ...",1,44
433,5/13/2021,"Elon Musk’s sudden reversal on accepting bitcoin as payment for Tesla vehicles is confusing and a risk to investors in crypto and the company’s stock, ...",1,44
434,5/13/2021,"Elon Musk’s sudden reversal on accepting bitcoin as payment for Tesla vehicles is confusing and a risk to investors in crypto and the company’s stock, ...",1,44
435,5/13/2021,"Barry Sternlicht, chairman and CEO of Starwood Capital, joined “Squawk Box” on Thursday to discuss his latest thoughts on cryptocurrency and why he recently sold ...",1,44
436,5/13/2021,Bitcoin fell sharply after Tesla CEO Elon Musk tweeted that the electric vehicle maker would suspend car purchases using Bitcoin. CNBC’s “Squawk Box” crew discuss.,1,44
437,5/13/2021,"Bitcoin is often called “digital gold,” in part because there’s a certain amount that can ever be mined. Its scarcity is one reason billionaires turn ...",1,44
438,5/13/2021,Elon Musk’s decision to stop Tesla from accepting bitcoin as payment has led to fresh scrutiny of the cryptocurrency’s environmental impact.Musk said Wednesday that Tesla ...,1,44
439,5/13/2021,Hundreds of billions of dollars were wiped off the entire cryptocurrency market after Tesla CEO Elon Musk tweeted that the electric vehicle maker would suspend ...,1,44
440,5/13/2021,Hundreds of billions of dollars were wiped off the entire cryptocurrency market after Tesla CEO Elon Musk tweeted that the electric vehicle maker would suspend ...,1,44
441,5/11/2021,"Palantir, a software company that offers analytics tools to the defense industry and large corporations, is thinking about adding bitcoin to its balance sheet.Chief Financial ...",1,60
442,5/11/2021,"Ethereum crossed above $4,000 to hit fresh records. Ari Wald of Oppenheimer and Quint Tatro of Joule Financial discuss the crypto space.",1,60
443,5/7/2021,The new head of the Securities and Exchange Commission said Friday that more investor protections are needed in the markets for bitcoin and other crypto ...,1,51
444,5/7/2021,Square shares rose as much as 6% in after hours trading on Thursday after reporting fiscal first-quarter earnings that blew past Wall Street’s expectations.Here’s how ...,1,51
445,5/7/2021,"By late 2017, Grant Sabatier was a crypto millionaire. The 69 bitcoins he had bought in 2013 at about $72 per coin were trading for ...",1,51
446,5/5/2021,"CNBC.com’s MacKenzie Sigalos brings you the day’s top business news headlines. On today’s show, Kate Rooney explains Ethereum’s impressive rise in 2021 and how it ...",1,36
447,5/5/2021,"Bitcoin may be taking another step toward mainstream adoption, CNBC has learned.For the first time, customers of some U.S. banks will soon be able to ...",1,36
448,5/5/2021,"Ether, the cryptocurrency that runs on the Ethereum blockchain, hit a record high on Tuesday.Though it is still second behind bitcoin in market value, there ...",1,36
449,4/29/2021,"Government and industry officials confronting an epidemic of ransomware, where hackers freeze the computers of a target and demand a payoff, are zeroing in on ...",0,37
450,4/29/2021,"Tim Seymour, founder and chief investment officer of Seymour Asset Management and a CNBC contributor, makes his first stock pick for the CNBC’s 2021 Stock ...",0,37
451,4/29/2021,LONDON — Ether hit an all-time high Thursday as bitcoin’s dominance of the cryptocurrency market declined.The world’s second-largest digital currency by market value surged to ...,0,37
452,4/27/2021,CNBC’s Kate Rooney reports on the crypto version of Wall Street products and how these companies are trying to reach a mainstream audience.,1,36
453,4/27/2021,"Critics of bitcoin are quick to point out how mining of the cryptocurrency hurts the environment. Yassine Elmandjra, Blockchain and cryptoasset analyst at Ark Investment ...",1,36
454,4/27/2021,You know I got a big chuckle last night out of the fact that Tesla’s Bitcoin sales contributed about $100 million of the $400 million ...,1,36
455,4/27/2021,"CNBC’s Deirdre Bosa spoke with Lyft president and co-founder John Zimmer about the decision to sell the company’s self-driving car division to Toyota for $550M, ...",1,36
456,4/27/2021,"Tesla reported first-quarter results on Monday, including a record quarterly net profit of $438 million on a GAAP basis.As usual, those profits were buoyed by ...",1,36
457,4/27/2021,"Yassine Elmandjra, blockchain and cryptoasset analyst at Ark Investment Management, joins ‘Closing Bell’ to discuss why bitcoin isn’t bad for the environment and how it ...",1,36
458,4/23/2021,"SINGAPORE — Stocks in Asia-Pacific were mixed in Friday trade, with the price of bitcoin tumbling below $50,000.The Nikkei 225 in Japan fell 0.75% in ...",0,42
459,4/23/2021,"Emily Parker of Coindesk TV and Ryan Selkis, Messari CEO, discuss what could be behind the cryptocurrency sell-off, including fears of regulation and concerns over ...",0,42
460,4/23/2021,“The Black Swan” author Nassim Taleb joined “Squawk Box” on Friday to discuss President Joe Biden’s reported proposal about a capital gains tax hike that ...,0,42
461,4/23/2021,"“There’s no connection between inflation and bitcoin,” Nassim Nicholas Taleb, author of “Black Swan,” told CNBC’s “Squawk Box” team. “The best strategy for investors is ...",0,42
462,4/23/2021,"“Black Swan” author Nassim Nicholas Taleb on Friday criticized bitcoin as a “gimmick,” telling CNBC he believes it’s too volatile to be an effective currency ...",0,42
463,4/23/2021,"Is Bitcoin back below $50,000 because of the rumored capital-gains tax hikes that could be coming? Maybe. I’m sure it didn’t help. But it’s already ...",0,42
464,4/23/2021,"Savita Subramanian, Bank of America Securities head of U.S. equity, joins ‘Closing Bell’ to discuss the environmental impact of bitcoin. She says mining for bitcoin ...",0,42
465,4/23/2021,"LONDON/GUANGZHOU, China — Bitcoin and other digital currencies plunged on Friday as a proposed capital gains tax hike from U.S. President Joe Biden led to ...",0,42
466,4/21/2021,Venmo on Tuesday announced that it will allow users to buy and sell cryptocurrencies on its platform. That means 70 million monthly active users will ...,0,47
467,4/21/2021,"CNBC’s Kate Rooney explains the craze behind meme-inspired cryptocurrency dogecoin, and why some profesesional investors are avoiding it even as followers push to declare April ...",0,47
468,4/21/2021,"Guggenheim Partners’ Scott Minerd remains long-term bullish on bitcoin, but said Wednesday the world’s largest cryptocurrency has run too far, too fast.“Given the massive move ...",0,47
469,4/19/2021,"Stephen Isaacs, chairman of the investment committee at Alvine Capital, argues that bitcoin and other cryptocurrencies have no fundamentals and will eventually be destroyed.",0,46
470,4/19/2021,CNBC’s Kate Rooney takes a look at what caused the bitcoin selloff over the weekend.,0,46
471,4/19/2021,"In 2017, China cracked down on cryptocurrency trading, but the latest comments from the People’s Bank of China indicates a change in tone. CNBC’s Arjun ...",0,46
472,4/19/2021,"The dollar slumped to a six-week low against major peers on Monday, with Treasury yields near their lowest in five weeks, after the U.S. Federal ...",0,46
473,4/19/2021,"Bitcoin dropped to close to $52,000 on Sunday morning, days after reaching an all-time high near $65,000 in a wild weekend of trading. Bitcoin was ...",0,46
474,4/19/2021,LONDON — Britain is the latest country to join a global race toward central bank digital currencies.“We’re launching a new taskforce between the Treasury and ...,0,46
475,4/19/2021,"Sheila Warren, World Economic Forum head of blockchain, joins “Squawk on the Street” to discuss the moves in bitcoin over the weekend and the outlook ...",0,46
476,4/19/2021,"BOAO, China — China’s central bank is now calling bitcoin an “investment alternative” — marking a significant shift in Beijing’s tone after a crackdown on ...",0,46
477,4/15/2021,BlackRock CEO Larry Fink told CNBC on Thursday that the world’s largest money manager has more discussions with its institutional clients on issues around climate ...,1,74
478,4/15/2021,CNBC’s Jim Cramer said Thursday he recently paid off a mortgage using profits from his investment in bitcoin.Cramer said he bought “a lot of bitcoin” ...,1,74
479,4/15/2021,"Shares of the cryptocurrency exchange ticked up 2% after its first day of trading. In its market debut, Coinbase hit a high of $429.54 per ...",1,74
480,4/15/2021,CNBC’s Jim Cramer talks about how he sold some of his bitcoin investment and then used the money to pay off a mortgage.,1,74
481,4/15/2021,BlackRock CEO Larry Fink told CNBC on Thursday that the world’s largest money manager has more discussions with its institutional clients on issues around climate ...,1,74
482,4/15/2021,"In anticipation of the market debut of cryptocurrency exchange Coinbase, bitcoin hit a record high of over $64,000 Wednesday morning, according to data from Coin ...",1,74
483,4/13/2021,"Bitcoin surged to a fresh record high of more than $63,000 on Tuesday, as investors awaited the highly-anticipated stock market debut of cryptocurrency exchange Coinbase.The ...",1,75
484,4/13/2021,"With prices still soaring and a major public offering hitting the market, most professional investors think bitcoin is just a bubble, according to the latest ...",1,75
485,4/13/2021,"Markets dipped slightly, and consumer prices head higher led by gas prices. Bitcoin hits a new high ahead of the Coinbase IPO. Plus, why experts ...",1,75
486,4/13/2021,"Bitcoin has been surging to record highs, ahead of Wednesday’s stock debut of crypto exchange Coinbase, and some analysts say the offering could be a ...",1,75
487,4/7/2021,A Missouri man who used the cryptocurrency bitcoin to try to buy a highly lethal chemical weapon that could kill 300 people told the would-be ...,0,78
488,4/7/2021,The recent ascent of bitcoin and other cryptocurrencies has enriched early investors with returns more akin to the lottery than your typical bread-and-butter investment. After ...,0,78
489,4/7/2021,,0,78
490,4/7/2021,CNBC’s Diana Olick takes a look at how real estate agents are pivoting to work with the cryptocurrency to buy and sell homes.,0,78
491,4/7/2021,"CNBC’s Melissa Lee breaks down crypto inflows, which hit records on the first quarter, with Meltem Demirors of CoinShares.",0,78
492,4/5/2021,"CNBC’s ETF Edge is dedicated to the fastest-growing trend in investing right now: ETFs. Every Monday, Bob Pisani will be joined by a panel of ...",1,70
493,4/5/2021,Celebrity investor Kevin O’Leary says he will only buy bitcoin mined sustainably in countries that use clean energy — and not “blood coin” mined in ...,1,70
494,4/5/2021,"You might have heard a lot lately about the meteoric rise of bitcoin. On April 1, 2020, the world’s most famous cryptocurrency traded for just ...",1,70
495,4/5/2021,"Anthony Scaramucci, Skybridge Capital, joins ‘Squawk Box’ to make the bullish case for bitcoin, explain his expectations for Janet Yellen’s speech later this morning and ...",1,70
496,4/5/2021,"Kevin O’Leary of O’Shares ETFs says two kinds of bitcoin will emerge in the coming years, “blood coin” from China and “clean coin” that is ...",1,70
497,4/1/2021,"Jay Clayton, former SEC chairman, joins ‘Squawk Box’ to discuss the Archegos Capital fallout, how bitcoin could be regulated, the future of SPACs and why ...",1,81
498,3/30/2021,"Jeff Currie, global head of commodities research at Goldman Sachs, joins ‘Closing Bell’ to discuss his outlook for the commodities sector.",1,78
499,3/26/2021,"CNBC.com’s MacKenzie Sigalos brings you the day’s top business news headlines. On today’s show, Kate Rooney breaks down investment giant Fidelity’s plans to launch a ...",1,61
500,3/26/2021,CNBC’s Kate Rooney explains Fidelity’s moves to embrace bitcoin as more investors look for new ways to buy into cryptocurrency.,1,61
501,3/26/2021,"Billionaire investor Ray Dalio, founder of the world’s largest hedge fund Bridgewater Associates, thinks bitcoin may have a similar fate as gold did in the ...",1,61
502,3/26/2021,CNBC’s Kate Rooney explains Fidelity’s moves to embrace bitcoin as more investors look for new ways to buy into cryptocurrency.,1,61
503,3/26/2021,"Chainalysis, a start-up that sells blockchain data analytics tools, announced Friday that it’s raised $100 million in an investment round valuing the company at $2 ...",1,61
504,3/24/2021,Tesla CEO Elon Musk announced late Tuesday that it is now possible to buy Tesla vehicles in the U.S. with bitcoin. The automaker last month ...,0,68
505,3/24/2021,Tesla CEO Elon Musk announced late Tuesday that it is now possible to buy Tesla vehicles in the U.S. with bitcoin.The automaker last month revealed ...,0,68
506,3/24/2021,"LONDON — Blockchain.com, one of the world’s largest cryptocurrency wallet providers, announced Wednesday that it’s raised $300 million in a mega fundraising round that values ...",0,68
507,3/22/2021,"Bitcoin could soar as high as $300,000 in the current bull market based on its historical patterns, according to Bobby Lee, co-founder and former CEO ...",0,74
508,3/22/2021,[The stream is slated to start at 1:00 PM ET. Please refresh the page if you do not see a player above at that time.]CNBC’s ...,0,74
509,3/22/2021,"John Davi, CEO and CIO of Astoria Portfolio Advisors, lays out his expectations for the long-awaited bitcoin ETF. With CNBC’s Bob Pisani.",0,74
510,3/20/2021,CNBC’s Kate Rooney explains how bitcoin is creating a dilemma for intitutional investors who are focused on ESG investing.,0,78
511,3/18/2021,"Anthony Scaramucci, Skybridge Capital founder and former White House Communications director, joins CNBC’s “Squawk Box” to discuss the state of the markets and bitcoin.",0,76
512,3/18/2021,SkyBridge Capital founder Anthony Scaramucci believes bitcoin can move even higher over the long term and become a less volatile asset as adoption picks up. ...,0,76
513,3/18/2021,"Oakland Athletics is now offering luxury suite access for one bitcoin. Dave Kaval of Oakland Athletics President, says fans have expressed interest in paying with ...",0,76
514,3/16/2021,"Antoni Trenchev, co-founder of London-based crypto-lender Nexo, expects Bitcoin to hit $100,000 in the next 12 to 18 months, and explains why he thinks the ...",1,71
515,3/16/2021,"Bitcoin is trending upward again, with the cryptocurrency briefly topping the $60,000 mark for the first time ever on Saturday. As recently as September 2020, ...",1,71
516,3/12/2021,CNBC’s Kate Rooney reports on why bitcoin is moving higher today and the connection it has to inflation. She also discusses the pump in ethereum ...,0,81
517,3/10/2021,"Anthony Pompliano, investor and bitcoin enthusiast, and Jason Calacanis, Uber investor and Inside.com founder and CEO, join ‘On the Edge’ to discuss the increasing number ...",1,74
518,3/8/2021,"Meitu, a Chinese company that makes a photo editing app, has purchased bitcoin and ether, becoming the latest firm to buy cryptocurrencies.The Hong Kong-listed company ...",1,69
519,3/6/2021,"BitGo has received a Trust Charter from N.Y. State Department of Financial Services. Mike Belshe, BitGo CEO, joins ‘Power Lunch’ to discuss the demand for ...",0,65
520,3/2/2021,CNBC’s Seema Mody puts bitcoin to the test for a week to see if it was possible to live off the cryptocurrency for seven days ...,0,67
521,3/2/2021,"CNBC’s Brian Sullivan discusses bitcoin with Daniel Polotsky, founder and CEO of Coinflip.",0,67
522,3/2/2021,"GUANGZHOU, China — China’s Inner Mongolia region plans to ban new cryptocurrency mining projects and shut down existing activity in a bid to cut down ...",0,67
523,2/26/2021,Coinbase isn’t just enabling the trading of a bunch of bitcoin – it’s holding cryptocurrencies on its books.In the company’s prospectus for public market investors ...,0,67
524,2/24/2021,"Square bought $170 million worth of bitcoin, the company revealed in its fiscal fourth-quarter financial report Tuesday.The company said it purchased approximately 3,318 bitcoins, expanding ...",1,67
525,2/24/2021,Kate Rooney joins ‘Closing Bell’ to report details on why Square decided to buy $170 million dollars worth of bitcoin.,1,67
526,2/24/2021,"Bitcoin’s price roared back Wednesday after a sharp sell-off, climbing above $50,000 again as Square announced it had purchased $170 million worth of the cryptocurrency. ...",1,67
527,2/24/2021,LONDON — The boss of European fintech giant Klarna says he’s “deeply worried” about posts promoting bitcoin on Twitter and thinks regulators should act to ...,1,67
528,2/24/2021,"Amrita Ahuja, CFO of Square, joins “Squawk Alley” to discuss the company’s bitcoin investment and Q4 earnings results.",1,67
529,2/24/2021,"Square’s Cash App platform saw a surge in first-time bitcoin buyers last month, CFO Amrita Ahuja told CNBC on Wednesday.“We had 3 million people transact ...",1,67
530,2/24/2021,"Bitcoin’s price roared back Wednesday after a sharp sell-off, climbing above $50,000 again as Square announced it had purchased $170 million worth of the cryptocurrency.At ...",1,67
531,2/24/2021,"MicroStrategy announced Wednesday it bought just over $1 billion worth of additional bitcoin, just days after finalizing another sale of convertible debt.The Virginia-based enterprise software ...",1,67
532,2/24/2021,Tesla shares dropped nearly 13 percent as investors rotated out of tech names into cyclical stocks. Bitcoin also fell after Treasury Secretary Janet Yellen issued ...,1,67
533,2/24/2021,"Dan Ives, Wedbush Securities, joins ‘Power Lunch’ to discuss Tesla, the electric vehicle space, and what’s next for the Tesla’s big bitcoin bet.",1,67
534,2/24/2021,"CNBC.com’s MacKenzie Sigalos brings you the day’s top business news headlines. On today’s show, Pippa Stevens breaks down the slide in Tesla stock. Plus Courtney ...",1,67
535,2/24/2021,,1,67
536,2/24/2021,"Bitcoin’s price roared back Wednesday after a sharp sell-off, climbing above $50,000 again as Square announced it had purchased $170 million worth of the cryptocurrency. ...",1,67
537,2/22/2021,"Bitcoin slid Monday, pausing its stunning rally after Elon Musk said prices “seem high.“The world’s most valuable cryptocurrency sank over 10% to a price of ...",0,90
538,2/22/2021,"Tesla has made roughly $1 billion in paper profits from its investment into bitcoin, according to Dan Ives, analyst at Wedbush Securities. Ives joined “Squawk ...",0,90
539,2/22/2021,"Giles Keating, director of Bitcoin Suisse, gives his outlook for global markets this year.",0,90
540,2/22/2021,"Tesla has made roughly $1 billion in paper profits from its investment into bitcoin, according to Daniel Ives, analyst at Wedbush Securities.The company is “on ...",0,90
541,2/22/2021,"Sheila Warren, head of blockchain at the World Economic Forum, joins “Squawk Alley” to discuss the rush of new investors into bitcoin.",0,90
542,2/22/2021,"As bitcoin continues on its upward trek in 2021, one analyst says the regulatory concerns surrounding the cryptocurrency won’t likely derail its momentum.“The regulatory issues ...",0,90
543,2/22/2021,Treasury Secretary Janet Yellen issued a warning Monday about the dangers that bitcoin poses both to investors and the public.Despite a sharp slide in price ...,0,90
544,2/20/2021,"Bitcoin is likely heading higher thanks to support from major corporations such as Tesla and Square, says Ark Invest CEO, CIO and founder Cathie Wood.",1,92
545,2/20/2021,,1,92
546,2/20/2021,"After a relatively quiet few years following a short-lived surge in 2017, bitcoin rose again in late 2020, finishing the year with a single coin ...",1,92
547,2/20/2021,"Bitcoin’s long-term outlook is brightening, according to Ark Invest’s Cathie Wood.The CEO and chief investment officer of the explosively popular active management firm told CNBC ...",1,92
548,2/20/2021,"Tesla CEO Elon Musk said Saturday that bitcoin prices “seem high” after the cryptocurrency surged to another record high this week.The price of bitcoin, the ...",1,92
549,2/18/2021,"Som Seif, founder and CEO of Purpose Investments, Christian Magoon, founder and CEO of Amplify ETFs, and Andrew McOrmond, managing director at WallachBeth Capital discuss ...",0,92
550,2/18/2021,"CNBC’s Jon Fortt talks with Miami, Florida, Mayor Francis Suarez (R) about the push to attract more Big Tech and to accept bitcoin.",0,92
551,2/18/2021,"Bitcoin’s record-breaking rally rolls on.The cryptocurrency crossed above $52,000 on Wednesday for the first time ever, adding to a 46% rally over the past month.Todd ...",0,92
552,2/18/2021,"Anthony Scaramucci, founder of hedge fund SkyBridge Capital, told CNBC on Wednesday that he sees ferocious demand and limited supply leading bitcoin to nearly double ...",0,92
553,2/18/2021,"Ether, the world’s second-largest digital currency, hit a record high on Thursday, driven up by the continuing rally in bitcoin.The price of ether hit $1,918.52 ...",0,92
554,2/18/2021,"GUANGZHOU, China — Bitcoin could rise to $1 million over the long term to become a reserve currency for the world, according to one asset ...",0,92
555,2/16/2021,"As a record amount of money flows into the market, Wilmington Trust’s Meghan Shue sees a troubling trend.Shue, who oversees almost $136 billion in assets, ...",1,78
556,2/16/2021,CNBC’s Kate Rooney reports on MicroStrategy and other companies moving into the cryptocurrency and how that affects bitcoin.,1,78
557,2/16/2021,CNBC’s David Faber reports on the tech sector and what is pushing the iShares Expanded Tech-Software ETF higher.,1,78
558,2/16/2021,The U.S. dollar rebounded from three-week lows on Tuesday as Treasury yields hit pre-pandemic highs and bullish economic sentiment boosted investor risk appetite.Bitcoin also surpassed ...,1,78
559,2/16/2021,"Bitcoin’s price broke above $50,000 for the first time in history Tuesday, continuing its blistering rally as major companies appear to be warming to cryptocurrencies. ...",1,78
560,2/16/2021,"Shares of MicroStrategy fell more than 7% Tuesday after the enterprise software company announced intentions to purchase more bitcoin.In a press release, MicroStrategy said it ...",1,78
561,2/16/2021,"Bitcoin’s price broke above $50,000 for the first time in history Tuesday, continuing its blistering rally as major companies appear to be warming to cryptocurrencies. ...",1,78
562,2/16/2021,Michael Saylor of MicroStrategy says the “world’s very different today” for bitcoin as compared to 2018.,1,78
563,2/16/2021,"Bitcoin’s price broke above $50,000 for the first time in history Tuesday, continuing its blistering rally as major companies appear to be warming to cryptocurrencies. ...",1,78
564,2/16/2021,"Bitcoin’s price broke above $50,000 for the first time in history Tuesday, continuing its blistering rally as major companies appear to be warming to cryptocurrencies.The ...",1,78
565,2/16/2021,St. Louis Federal Reserve President James Bullard told CNBC on Tuesday he believes increasing interest in bitcoin does not pose a serious threat to the ...,1,78
566,2/12/2021,"Pressure is building on Wall Street banks to accept bitcoin as a legitimate asset class — and it’s coming from within, CNBC has learned.Last month, ...",0,86
567,2/12/2021,This is CNBC’s markets live blog that will be updated throughout the day.,0,86
568,2/12/2021,"This is the daily notebook of Mike Santoli, CNBC’s senior markets commentator, with ideas about trends, stocks and market statistics.Is the “never short a dull ...",0,86
569,2/12/2021,"Bitcoin hovered close to record highs on Friday, set for gains of over 20% in a milestone week marked by the endorsement of major firms, ...",0,86
570,2/12/2021,CNBC’s Hugh Son reports on growing pressure from Wall Street employees for firms to adopt bitcoin.,0,86
